scenario,scheduler,cluster,arrival_rate,failure_rate,controller,seed,n_dags,mean_makespan,mean_imbalance,mean_locality,throughput,n_failures,n_adaptations,wall_seconds
A_compare,RL,cpu_gpu,0.2,0.0,off,2,113,33.0783418467095,0.027973952079322257,0.5589251702083561,0.18833333333333332,0,0,0.0937199592590332
A_compare,RL,cpu_gpu,0.2,0.0,off,3,120,25.38290688770667,0.016443748322925868,0.563689898064898,0.2,0,0,0.09405755996704102
A_compare,HEFT-LC,edge_cloud,0.05,0.0,off,1,29,31.50370908292972,0.0425316652459298,0.6527646682819097,0.04833333333333333,0,0,0.019324779510498047
A_compare,HEFT-LC,edge_cloud,0.05,0.0,off,2,24,35.20599216732597,0.02164591970355383,0.6551519660894661,0.04,0,0,0.014527320861816406
A_compare,HEFT-LC,edge_cloud,0.05,0.0,off,3,34,30.537744797103603,0.06444293149803938,0.6570181452534394,0.056666666666666664,0,0,0.025510549545288086
A_compare,HEFT-LC,edge_cloud,0.1,0.0,off,1,65,33.64519119389149,0.026809714831796443,0.6569047405585867,0.10833333333333334,0,0,0.04161858558654785
A_compare,HEFT-LC,edge_cloud,0.1,0.0,off,2,55,35.58695752355851,0.015010143132538362,0.6561725395816306,0.09166666666666666,0,0,0.0322270393371582
A_compare,HEFT-LC,edge_cloud,0.1,0.0,off,3,63,33.119765873136366,0.039238548575206506,0.667256244637197,0.105,0,0,0.04122495651245117
A_compare,HEFT-LC,edge_cloud,0.2,0.0,off,1,126,37.029594885350924,0.014825737475561027,0.6548774638060353,0.21,0,0,0.08571052551269531
A_compare,HEFT-LC,edge_cloud,0.2,0.0,off,2,113,35.4532608118533,0.016740886768389203,0.6591078292405727,0.18833333333333332,0,0,0.07363057136535645
A_compare,HEFT-LC,edge_cloud,0.2,0.0,off,3,120,37.4140045589706,0.018588609047598955,0.6622615116365116,0.2,0,0,0.07508611679077148
A_compare,DLS,edge_cloud,0.05,0.0,off,1,29,19.651679689987382,0.13794991039017124,0.7867594091732023,0.04833333333333333,0,0,0.018496990203857422
A_compare,DLS,edge_cloud,0.05,0.0,off,2,24,20.01664316585016,0.1669712811329804,0.8027950637325637,0.04,0,0,0.012996912002563477
A_compare,DLS,edge_cloud,0.05,0.0,off,3,34,19.96314108869251,0.16690266018059785,0.784707000515824,0.056666666666666664,0,0,0.045868873596191406
A_compare,DLS,edge_cloud,0.1,0.0,off,1,65,27.492068886985656,0.04104901521215938,0.6941428870275024,0.10833333333333334,0,0,0.039298295974731445
A_compare,DLS,edge_cloud,0.1,0.0,off,2,55,27.017983463664102,0.05650252843883543,0.6887968597059505,0.09166666666666666,0,0,0.03161978721618652
A_compare,DLS,edge_cloud,0.1,0.0,off,3,63,26.828310282796835,0.0557628474290543,0.6911240655288274,0.105,0,0,0.0404355525970459
A_compare,DLS,edge_cloud,0.2,0.0,off,1,126,28.71894790412755,0.022927576582694405,0.708426879557832,0.21,0,0,0.07684898376464844
A_compare,DLS,edge_cloud,0.2,0.0,off,2,113,27.44465597743631,0.027736420348799935,0.6915200458342051,0.18833333333333332,0,0,0.06796741485595703
A_compare,DLS,edge_cloud,0.2,0.0,off,3,120,28.59695794083976,0.032301597656264246,0.688200456950457,0.2,0,0,0.07155013084411621
A_compare,RL,edge_cloud,0.05,0.0,off,1,29,75.33026098145965,0.056057708265188994,0.5383977133977134,0.04833333333333333,0,0,0.022054433822631836
A_compare,RL,edge_cloud,0.05,0.0,off,2,24,102.29254737108171,0.09839650319837766,0.5840961700336701,0.04,0,0,0.020009994506835938
A_compare,RL,edge_cloud,0.05,0.0,off,3,34,77.84758727695278,0.0418198316257754,0.5538023659347189,0.056666666666666664,0,0,0.03809809684753418
A_compare,RL,edge_cloud,0.1,0.0,off,1,65,64.63485428311506,0.030363365796769612,0.5516534320380475,0.10833333333333334,0,0,0.048836469650268555
A_compare,RL,edge_cloud,0.1,0.0,off,2,55,100.9479598220814,0.05326447587721448,0.5537559158013704,0.09166666666666666,0,0,0.040799856185913086
A_compare,RL,edge_cloud,0.1,0.0,off,3,63,71.47788519916323,0.0270788319955408,0.5395100710576901,0.105,0,0,0.04923510551452637
A_compare,RL,edge_cloud,0.2,0.0,off,1,126,62.454368420365256,0.017938880132931413,0.5526140966617157,0.21,0,0,0.10117745399475098
A_compare,RL,edge_cloud,0.2,0.0,off,2,113,87.59535454335665,0.033671852930720184,0.5664806064142347,0.18833333333333332,0,0,0.09469413757324219
A_compare,RL,edge_cloud,0.2,0.0,off,3,120,65.20196321810076,0.016331755978354397,0.5431164206164206,0.2,0,0,0.0924689769744873
A_compare,HEFT-LC,skewed_8,0.05,0.0,off,1,29,16.059450915783742,0.057775052183306475,0.2776050577774716,0.04833333333333333,0,0,0.027515411376953125
A_compare,HEFT-LC,skewed_8,0.05,0.0,off,2,24,17.943380818544743,0.03459743397547697,0.28177834896584897,0.04,0,0,0.02248859405517578
A_compare,HEFT-LC,skewed_8,0.05,0.0,off,3,34,14.714505616555222,0.03605877609365619,0.3096032235738118,0.056666666666666664,0,0,0.03259921073913574
A_compare,HEFT-LC,skewed_8,0.1,0.0,off,1,65,15.091105145317403,0.0397101774662112,0.40009087066779375,0.10833333333333334,0,0,0.062349557876586914
A_compare,HEFT-LC,skewed_8,0.1,0.0,off,2,55,16.534097056242807,0.026420102297072447,0.355112185794004,0.09166666666666666,0,0,0.05009174346923828
