cluster,scheduler,seed,arrival,phase,makespan,imbalance,epsilon,locality
skewed_8,HEFT,1,890.3813818639535,mr,6.169356425809383,0.07786447407942992,0.0,0.8333333333333334
skewed_8,HEFT,1,898.0467042697198,mr,6.707314857904862,0.08391709000237206,0.0,0.7
skewed_8,HEFT-LC,1,2.40485106849182,light,3.9942715205458565,0.6207878217900348,0.05,0.5
skewed_8,HEFT-LC,1,4.496035310399176,light,7.847943763531097,0.4507865804990689,0.05,0.5
skewed_8,HEFT-LC,1,30.405816514231837,light,4.202571818201022,0.030696498271533847,0.05,0.1
skewed_8,HEFT-LC,1,45.99016289736639,light,5.568548823491788,0.01592162165916794,0.05,0.25
skewed_8,HEFT-LC,1,67.29817910807603,light,4.457425125048289,0.01226179351621214,0.05,0.6923076923076923
skewed_8,HEFT-LC,1,67.81597281579386,light,5.247993360547412,0.009486836338613427,0.05,0.42857142857142855
skewed_8,HEFT-LC,1,87.14771312269748,light,15.022022781735586,0.029404069691630175,0.05,0.375
skewed_8,HEFT-LC,1,91.32492174722579,light,5.484049129655915,0.019091633956883448,0.05,0.45454545454545453
skewed_8,HEFT-LC,1,98.39475426267819,light,8.770509092704074,0.01421146448780046,0.05,0.5
skewed_8,HEFT-LC,1,141.904087535344,light,3.6111607369044805,0.006931190344361606,0.05,0.3333333333333333
skewed_8,HEFT-LC,1,145.332083654438,light,8.798908092064664,0.016802806097208415,0.05,0.3333333333333333
skewed_8,HEFT-LC,1,167.98625065609883,light,10.246441136700696,0.007924453476820892,0.05,0.375
skewed_8,HEFT-LC,1,213.91592014891984,light,8.703025163999087,0.009321738798176224,0.05,0.36363636363636365
skewed_8,HEFT-LC,1,219.94089878439226,light,8.100533971374091,0.005242696368498409,0.05,0.4375
skewed_8,HEFT-LC,1,228.271052663714,light,8.450309698664398,0.006399845288667092,0.05,0.5
skewed_8,HEFT-LC,1,237.18724379705148,light,4.883522323873649,0.004463243316481592,0.05,0.3076923076923077
skewed_8,HEFT-LC,1,238.69451753986417,light,10.074853512439006,0.012959096228170338,0.05,0.3333333333333333
